NAME,CATEGORY,CODE,UNIT COST,SELLING PRICE,QTY,UNIT,REORDER_LEVEL,SUPPLIER,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18
REAR SHOCK W/TANK RCB CLICK160 340MM BLK,SUSPENSION,FMZS,"₱5,460.00","₱6,500.00",1,PC,0,NA,,,,,,,,,,,,,,,,
REAR SHOCK W/TANK RCB CLICK160 340MM RED,SUSPENSION,QLLF,"₱3,885.00","₱5,200.00",1,PC,0,NA,,,,,,,,,,,,,,,,
REAR SHOCK W/TANK RCB MIO WHT,SUSPENSION,BFBS,"₱2,520.00","₱3,500.00",1,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KMN SMASH/RAIDER,ELECTRICAL,JNMM,"₱9,144.00",₱350.00,2,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KNK 5WIRE,ELECTRICAL,NZS,₱160.00,₱350.00,8,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KRS 6Y6 5WIRE,ELECTRICAL,NJS,₱190.00,₱380.00,5,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KRS WAVEDASH,ELECTRICAL,NVS,₱170.00,₱350.00,1,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KRS XRM110,ELECTRICAL,JS,₱90.00,₱300.00,10,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR KRS XRM125,ELECTRICAL,NFS,₱150.00,₱350.00,3,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR MTR MIO,ELECTRICAL,NSC,₱100.00,₱350.00,8,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR SAX MIOI125,ELECTRICAL,MLS,₱480.00,₱850.00,2,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR SAX RAIDER150,ELECTRICAL,FBS,₱520.00,₱850.00,2,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR SAX TMX-CPI,ELECTRICAL,NVS,₱170.00,₱380.00,2,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR SAX W100,ELECTRICAL,NVS,₱170.00,₱350.00,1,PC,0,NA,,,,,,,,,,,,,,,,
REGULATOR SAX WAVEDASH/BEAT,ELECTRICAL,NVS,₱170.00,₱380.00,1,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM KRS CLICK125 EX,ENGINE,NVS,₱170.00,₱380.00,5,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM KRS CLICK125 IN,ENGINE,NVS,₱170.00,₱380.00,5,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM KRS MIO125 MXI,ENGINE,NQS,₱130.00,₱280.00,3,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM KRS XRM110,ENGINE,VS,₱70.00,₱200.00,5,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM KRS XRM125,ENGINE,NQS,₱130.00,₱280.00,5,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM MAKOTO CT100,ENGINE,QQL,₱338.00,₱650.00,1,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM MAKOTO DREAM/W100/XRM110,ENGINE,BSB,₱202.00,₱450.00,1,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM MAKOTO TMX155,ENGINE,QQL,₱338.00,₱650.00,1,PC,0,NA,,,,,,,,,,,,,,,,
ROCKER ARM MAKOTO XRM125I,ENGINE,QQS,₱330.00,₱600.00,1,PC,0,NA,,,,,,,,,,,,,,,,
ROCKET CAP HJG,ACCESSORIES,NB,₱12.00,₱50.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SEALANT KOBY,LUBE&FLUIDS,ZS,₱60.00,₱150.00,70,PC,0,NA,,,,,,,,,,,,,,,,
SEALANT MTR,LUBE&FLUIDS,FS,₱50.00,₱120.00,14,PC,0,NA,,,,,,,,,,,,,,,,
SEAT ASSY TMX155,CHASSIS,FLS,₱580.00,₱950.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER DBS,ACCESSORIES,FS,₱50.00,₱120.00,7,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER GRIPPER BEAT,ACCESSORIES,QLS,₱380.00,₱650.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER GRIPPER CLICK,ACCESSORIES,QLS,₱380.00,₱650.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER GRIPPER MIO,ACCESSORIES,QLS,₱380.00,₱650.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER GRIPPER NMAX,ACCESSORIES,MSC,₱400.00,₱650.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER HONDA,ACCESSORIES,JS,₱90.00,₱220.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER HONDA PLAIN,ACCESSORIES,FS,₱50.00,₱120.00,7,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER INDO AEROX,ACCESSORIES,NVF,₱175.00,₱350.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER INDO H-CLICK,ACCESSORIES,NVF,₱175.00,₱350.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER INDO MEDIUM,ACCESSORIES,NVF,₱175.00,₱350.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER INDO NMAX,ACCESSORIES,NVF,₱175.00,₱350.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER JRP UNIVERSAL,ACCESSORIES,NLS,₱180.00,₱300.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN BLU,ACCESSORIES,JS,₱90.00,₱220.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN GRN,ACCESSORIES,JS,₱90.00,₱220.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN GRY,ACCESSORIES,JS,₱90.00,₱220.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN ORG,ACCESSORIES,JS,₱90.00,₱220.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN PRPL,ACCESSORIES,JS,₱90.00,₱220.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SEAT COVER SOMJIN YLW,ACCESSORIES,JS,₱90.00,₱220.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SHIFT SWITCH KHC W110,SWITCHES,NNS,₱110.00,₱250.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING LONG BLK,CHASSIS,FF,₱55.00,₱150.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING LONG BLU,CHASSIS,FF,₱55.00,₱150.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING LONG GOLD,CHASSIS,FF,₱55.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING LONG RED,CHASSIS,FF,₱55.00,₱150.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING LONG SLV,CHASSIS,FF,₱55.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING SHORT BLK,CHASSIS,MF,₱45.00,₱150.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING SHORT BLU,CHASSIS,MF,₱45.00,₱150.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING SHORT GOLD,CHASSIS,MF,₱45.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING SHORT RED,CHASSIS,MF,₱45.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SHOCK EXT SHARKKING SHORT SLV,CHASSIS,MF,₱45.00,₱150.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SHORT SIDE COVER XRM110 BLU,FAIRINGS,BVS,₱270.00,₱500.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SHORT SIDE COVER XRM110 RED,FAIRINGS,BVS,₱270.00,₱500.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SHORT SIDE COVER XRM125 BLK,FAIRINGS,BQS,₱230.00,₱550.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SHORT SIDE COVER XRM125 WHT,FAIRINGS,BQS,₱230.00,₱550.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SIDE COVER XRM110 BLK,FAIRINGS,MQS,₱430.00,₱850.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SIDE COVER XRM110 BLU,FAIRINGS,MQS,₱430.00,₱850.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SIDE COVER XRM110 RED,FAIRINGS,MQS,₱430.00,₱850.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO BLK,ACCESSORIES,JS,₱90.00,₱200.00,1,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO BLU,ACCESSORIES,JF,₱95.00,₱200.00,5,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO GOLD,ACCESSORIES,JF,₱95.00,₱200.00,6,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO RED,ACCESSORIES,JF,₱95.00,₱200.00,6,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO SLV,ACCESSORIES,JF,₱95.00,₱200.00,8,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR DOMINO WHT,ACCESSORIES,JS,₱90.00,₱200.00,3,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR GENUINE HONDA,ACCESSORIES,NFS,₱150.00,₱250.00,5,SET,0,KS,,,,,,,,,,,,,,,,
SIDE MIRROR GENUINE YAMAHA,ACCESSORIES,NFS,₱150.00,₱250.00,4,SET,0,KS,,,,,,,,,,,,,,,,
SIDE MIRROR H2C,ACCESSORIES,BSC,₱200.00,₱380.00,10,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR HMA YAMAHA,ACCESSORIES,NJS,₱190.00,₱400.00,9,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR HOLDER SHARKKING,ACCESSORIES,FS,₱50.00,₱150.00,9,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR RETROVISEUR LONG SHARKKING HONDA,ACCESSORIES,VS,₱70.00,₱180.00,5,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR RETROVISEUR LONG SHARKKING YAMAHA,ACCESSORIES,ZF,₱65.00,₱180.00,11,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR RETROVISEUR SHORT SHARKKING HONDA,ACCESSORIES,ZF,₱65.00,₱180.00,6,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR SHARKKING NMAX GB556,ACCESSORIES,QSC,₱300.00,₱550.00,1,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR SHARKKING SUZUKI 10MM,ACCESSORIES,LS,₱80.00,₱180.00,19,SET,0,NA,,,,,,,,,,,,,,,,
SIDE MIRROR SHARKKING SUZUKI 8MM,ACCESSORIES,JS,₱90.00,₱180.00,12,SET,0,NA,,,,,,,,,,,,,,,,
SIDE STAND PRINT KING 18CM GOLD,CHASSIS,BFS,₱250.00,₱450.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SIDE STAND S/S CHROME,CHASSIS,QZS,₱360.00,₱650.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SIDE STAND SHARKKING #16,CHASSIS,ZF,₱65.00,₱180.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SIDE STAND SHARKKING #18,CHASSIS,VS,₱70.00,₱180.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SIDE STAND SHARKKING #20,CHASSIS,VF,₱75.00,₱180.00,7,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY GUANGCAI LED,LIGHTS,NSF,₱105.00,₱250.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY MOTOTIGER LED MTG-124,LIGHTS,NSF,₱105.00,₱250.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L245,LIGHTS,ZS,₱60.00,₱150.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L245 ORG,LIGHTS,ZS,₱60.00,₱150.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L250-2,LIGHTS,ZS,₱60.00,₱150.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L251-1,LIGHTS,ZS,₱60.00,₱150.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L251-2 ORG,LIGHTS,ZF,₱65.00,₱150.00,11,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L251-2 WHT,LIGHTS,ZF,₱65.00,₱150.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L293,LIGHTS,ZS,₱60.00,₱150.00,9,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L293 ORG,LIGHTS,ZS,₱60.00,₱150.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING GB-L294-1,LIGHTS,ZF,₱65.00,₱150.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT ASSY SHARKKING SML ORG,LIGHTS,FS,₱50.00,₱150.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT LENS W100 WHT,LENS,FS,₱50.00,₱150.00,20,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT LENS W100 WHT,ACCESSORIES,FS,₱50.00,₱150.00,20,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT LENS XRM ORG,LENS,BF,₱25.00,₱50.00,20,PC,0,NA,,,,,,,,,,,,,,,,
SIGNAL LIGHT LENS XRM ORG,ACCESSORIES,BF,₱25.00,₱50.00,20,PC,0,NA,,,,,,,,,,,,,,,,
SILICONE ADAPTOR YAKIMOTO UNIVERSAL,FUEL SYSTEM,LF,₱85.00,₱180.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER HRC HSP110/BEATFI,CVT/TRANSMISSION,ZF,₱65.00,₱180.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER HRC HSP110/MIO125,CVT/TRANSMISSION,ZS,₱60.00,₱180.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER MTR BEAT/BEATFI,CVT/TRANSMISSION,FF,₱55.00,₱150.00,14,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER MTR CLICK125/150,CVT/TRANSMISSION,FF,₱55.00,₱150.00,12,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER PITSBIKE AEROX155/NMAX/MIOI125 OEM,CVT/TRANSMISSION,VF,₱75.00,₱180.00,15,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER PITSBIKE MIO/NMAX OEM,CVT/TRANSMISSION,VF,₱75.00,₱180.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER SUN RACING SKYDRIVE/GSR,CVT/TRANSMISSION,VF,₱75.00,₱180.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SLIDER YAMAHA NMAX,CVT/TRANSMISSION,VB,₱72.00,₱150.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SPACER FR DE XIN XIONG XRM,CHASSIS,QF,₱35.00,₱100.00,24,PC,0,NA,,,,,,,,,,,,,,,,
SPACER RR DE XIN XIONG XRM,CHASSIS,QF,₱35.00,₱100.00,20,PC,0,NA,,,,,,,,,,,,,,,,
SPARK PLUG CAP MIOI125,ELECTRICAL,BS,₱20.00,₱80.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPARK PLUG CAP R150/CG150,ELECTRICAL,BF,₱25.00,₱80.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SPARK PLUG CAP XRM,ELECTRICAL,NF,₱15.00,₱50.00,34,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG BOSCH TMX,ELECTRICAL,ZM,₱64.00,₱150.00,9,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG BOSCH XRM110/W100/SMASH115,ELECTRICAL,ZS,₱60.00,₱150.00,13,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG BOSCH XRM125/W125,ELECTRICAL,VS,₱70.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG NGK MIOI125/W100 CR6HSA,ELECTRICAL,NNS,₱110.00,₱180.00,17,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG NGK OVERSIZE D6HA,ELECTRICAL,JB,₱92.00,₱180.00,9,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG NGK TMX D8EA,ELECTRICAL,JB,₱92.00,₱180.00,24,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG NGK W100/XRM110/SMASH C7HSA,ELECTRICAL,JF,₱95.00,₱180.00,29,PC,0,NA,,,,,,,,,,,,,,,,
SPARKPLUG NGK XRM125/W125 CPR8EA-9,ELECTRICAL,NNS,₱110.00,₱180.00,38,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY BAJAJ/CT100,GAUGES,MSC,₱400.00,₱750.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY CROSSPEE MIO SPORTY,GAUGES,MQS,₱430.00,₱800.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY CROSSPEE SMASH110,GAUGES,MFS,₱450.00,₱850.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY CROSSPEE TMX155,GAUGES,QVS,₱370.00,₱680.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY KAWAZONG MIO I125,GAUGES,MSC,₱400.00,₱850.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY LAZX CG125 RUSI,GAUGES,QNF,₱315.00,₱650.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPEEDOMETER ASSY SUNTAL SMASH115,GAUGES,QJS,₱390.00,₱900.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET LOCK,CHAIN & SPROCKET,F,₱5.00,₱25.00,21,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR CNKY NIKOYO CT100 45T,CHAIN&SPROCKET,SIR,0IR,₱300.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR CSL SMASH 428-36T,CHAIN&SPROCKET,NNS,₱110.00,₱200.00,10,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR CSL TMX155 428-38T,CHAIN&SPROCKET,NBS,₱120.00,₱250.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR DBS CT100 428-42T,CHAIN&SPROCKET,NSC,₱100.00,₱250.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR DBS CT100 428-45T,CHAIN&SPROCKET,NSC,₱100.00,₱250.00,4,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR DBS TMX155 428-36T BLK,CHAIN&SPROCKET,JF,₱95.00,₱200.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR GHK CT100/BAJAJ 428-36T,CHAIN&SPROCKET,NNS,₱110.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR JH CT100 36T,CHAIN&SPROCKET,JS,₱90.00,₱200.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR JOMTHAI ASAHI CT100/BAJAJ 428-36T,CHAIN&SPROCKET,JS,₱90.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR JOMTHAI ASAHI WIND125 428-51T,CHAIN&SPROCKET,NFS,₱150.00,₱300.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TRI C CLE TMX125/155/RUSI125,CHAIN&SPROCKET,NMS,₱140.00,₱250.00,7,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TRICYCLE TMX125/155/RUSI125 42T,CHAIN&SPROCKET,NNS,₱110.00,₱200.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TRQ TMX155 428-42T,CHAIN&SPROCKET,NSC,₱100.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TRQ WIND125/CT125 428-38T,CHAIN&SPROCKET,NNF,₱115.00,₱230.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR CT100/AURA 428-38T,CHAIN&SPROCKET,JS,₱90.00,₱200.00,10,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR TMX155 428-38T,CHAIN&SPROCKET,NSC,₱100.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR TMX155 428-42T,CHAIN&SPROCKET,NBF,₱125.00,₱250.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR XRM/WAVE 428-34T,CHAIN&SPROCKET,JS,₱90.00,₱200.00,10,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR XRM/WAVE 428-36T,CHAIN&SPROCKET,JF,₱95.00,₱200.00,13,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR TVR XRM/WAVE 428-38T,CHAIN&SPROCKET,NSC,₱100.00,₱200.00,9,PC,0,NA,,,,,,,,,,,,,,,,
SPROCKET RR V-ORMAX CT100 428-48T,CHAIN&SPROCKET,NZJ,₱169.00,₱300.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY MRTR GY6,ELECTRICAL,JS,₱90.00,₱220.00,6,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY MRTR MIOI125,ELECTRICAL,JS,₱90.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY MRTR R150 CARB,ELECTRICAL,NZS,₱160.00,₱350.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY MRTR XRM110,ELECTRICAL,LS,₱80.00,₱180.00,4,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY YAMAKOTO BEATFI,ELECTRICAL,JS,₱90.00,₱200.00,3,PC,0,NA,,,,,,,,,,,,,,,,
STARTER RELAY YAMAKOTO CLICK125/150,ELECTRICAL,JS,₱90.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL MRTR CG125-8,ELECTRICAL,QFS,₱350.00,₱700.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL MRTR MIO/NOUVO,ELECTRICAL,MFS,₱450.00,₱750.00,1,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL SPD CLICK125/150I,ELECTRICAL,MLS,₱480.00,₱850.00,5,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL SPD SMASH115,ELECTRICAL,MBS,₱420.00,₱780.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL SPD TMX155,ELECTRICAL,QZF,₱365.00,₱750.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL SPD WAVE100,ELECTRICAL,MVS,₱470.00,₱850.00,4,PC,0,NA,,,,,,,,,,,,,,,,
STATOR COIL SPD XRM125,ELECTRICAL,QZF,₱365.00,₱750.00,2,PC,0,NA,,,,,,,,,,,,,,,,
STICKERS,MISC,NQ,₱13.00,₱30.00,44,PC,0,NA,,,,,,,,,,,,,,,,
STOCK LEVER OTAKA BEATFI LH,ACCESSORIES,FS,₱50.00,₱100.00,5,PC,0,NA,,,,,,,,,,,,,,,,
STOCK LEVER OTAKA CLICK125/150 RH,ACCESSORIES,FS,₱50.00,₱120.00,10,PC,0,NA,,,,,,,,,,,,,,,,
STOCK LEVER OTAKA MIO RH,ACCESSORIES,FS,₱50.00,₱100.00,4,PC,0,NA,,,,,,,,,,,,,,,,
STOCK LEVER OTAKA NMAXV1/V2 LH,ACCESSORIES,FS,₱50.00,₱120.00,5,PC,0,NA,,,,,,,,,,,,,,,,
STOCK LEVER OTAKA NMAXV1/V2 RH,ACCESSORIES,FS,₱50.00,₱120.00,5,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM PLUS3 CROSSPEE XRM110/W125 BLK,CHASSIS,BBSC,"₱2,200.00","₱3,000.00",1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM PLUS3 MUTTARU R150 ,CHASSIS,BFSC,"₱2,500.00","₱3,500.00",1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM S/S SMASH115,CHASSIS,BSCS,"₱2,000.00","₱2,800.00",1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM SHARKKING WAVE/XRM/SMASH BLK,CHASSIS,NQSC,"₱1,300.00","₱1,950.00",2,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM SHARKKING WAVE/XRM/SMASH SILVER,CHASSIS,NQSC,"₱1,300.00","₱1,950.00",2,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM SHARKKING XRM110/W125 GOLD,CHASSIS,NQSC,"₱1,300.00","₱1,950.00",1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM SHARKKING XRM110/W125 RED,CHASSIS,NQSC,"₱1,300.00","₱1,950.00",1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM STEEL SMASH110/115,CHASSIS,NNLS,"₱1,180.00","₱1,800.00",5,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM STEEL TMX,CHASSIS,MSC,₱400.00,₱850.00,1,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM STEEL XRM110/W100,CHASSIS,MFS,₱450.00,₱850.00,3,PC,0,NA,,,,,,,,,,,,,,,,
SWING ARM STEEL XRM125/W125,CHASSIS,MFS,₱450.00,₱850.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH  SL W/ HAZARD BEAT/CLICK,CONTROLS,BS,₱20.00,₱80.00,65,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH 3WAY,CONTROLS,QF,₱35.00,₱80.00,19,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH 3WAY LH CROSSPEE,SWITCHES,JS,₱90.00,₱195.00,8,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH 3WAY LH DOMINO,SWITCHES,JF,₱95.00,₱195.00,6,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH BRAKE MIO,CONTROLS,NF,₱15.00,₱50.00,31,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH BRAKE XRM RH,CONTROLS,V,₱7.00,₱30.00,44,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH CROCODILE,CONTROLS,BF,₱25.00,₱80.00,11,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HALLOW,CONTROLS,JS,₱90.00,₱180.00,49,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HAZARD,CONTROLS,NF,₱15.00,₱50.00,13,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HEADLIGHT BEAT,CONTROLS,NF,₱15.00,₱80.00,27,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HEADLIGHT SMASH,CONTROLS,L,₱8.00,₱30.00,55,PC,0,NA,,,,,,,,,,,,,,,,
